	Gene.names	Protein.IDs	LFQ.intensity.01	LFQ.intensity.02	LFQ.intensity.03	LFQ.intensity.04	LFQ.intensity.05	LFQ.intensity.06	LFQ.intensity.07	LFQ.intensity.08	LFQ.intensity.09	LFQ.intensity.10	LFQ.intensity.11	LFQ.intensity.12	LFQ.intensity.13	LFQ.intensity.14	LFQ.intensity.15
868	MRPS8	Q03799	0.0	0.0	0.0	0.0	550210000.0	90772000.0	0.0	0.0	0.0	0.0	103230000.0	0.0	213690000.0	0.0	156420000.0
869	ARX1	Q03862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
870	RVB1	Q03940	24859000.0	21070000.0	34534000.0	30496000.0	20622000.0	23455000.0	38547000.0	0.0	0.0	32640000.0	0.0	21632000.0	21399000.0	23284000.0	24653000.0
871	HMO1	Q03973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
872	RSM24	Q03976	0.0	0.0	0.0	0.0	499870000.0	94110000.0	0.0	0.0	0.0	0.0	114410000.0	0.0	224670000.0	0.0	191470000.0
873	YHM2	Q04013	0.0	75435000.0	124050000.0	135240000.0	67938000.0	72619000.0	93937000.0	121360000.0	81431000.0	82156000.0	0.0	82930000.0	64662000.0	147540000.0	81204000.0
874	RPN9	Q04062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
875	TIF35	Q04067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
876	HPT1	Q04178	0.0	0.0	12322000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11075000.0
877	RRB1	Q04225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
878	UBX2	Q04228	0.0	76962000.0	0.0	53168000.0	0.0	36715000.0	0.0	0.0	0.0	0.0	80127000.0	28840000.0	0.0	0.0	0.0
879	0.0	Q04371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
880	PUF6	Q04373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
881	HFD1	Q04458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
882	SPC24	Q04477	0.0	60068000.0	40287000.0	0.0	0.0	0.0	99382000.0	0.0	51248000.0	0.0	53372000.0	0.0	0.0	0.0	0.0
883	SEC13	Q04491	35434000.0	30475000.0	49187000.0	28936000.0	29846000.0	31304000.0	32237000.0	0.0	31564000.0	35381000.0	27950000.0	30609000.0	26450000.0	39732000.0	34513000.0
884	ERB1	Q04660	24895000.0	21945000.0	27349000.0	20899000.0	18342000.0	0.0	23273000.0	0.0	0.0	17603000.0	0.0	20993000.0	0.0	21785000.0	17113000.0
885	0.0	Q04867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
886	0.0	Q04869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
887	ADH6	Q04894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
888	IVY1	Q04934	626890000.0	727320000.0	750760000.0	595180000.0	773370000.0	446480000.0	992700000.0	460970000.0	725920000.0	534320000.0	405860000.0	602430000.0	696030000.0	449000000.0	515000000.0
889	RTN1	Q04947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
890	0.0	Q05016	35705000.0	0.0	25034000.0	27717000.0	27672000.0	40434000.0	31511000.0	0.0	35491000.0	36268000.0	45110000.0	33080000.0	32730000.0	24671000.0	29302000.0
891	RRP5	Q05022	26513000.0	0.0	37621000.0	21484000.0	36097000.0	24129000.0	22223000.0	0.0	0.0	15581000.0	0.0	22329000.0	17801000.0	26359000.0	27546000.0
892	ARP9	Q05123	0.0	0.0	16761000.0	0.0	0.0	0.0	39844000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
893	ERP1	Q05359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
894	0.0	Q05506;P38714	36275000.0	0.0	34687000.0	30179000.0	0.0	34864000.0	28968000.0	0.0	37917000.0	37613000.0	33923000.0	33360000.0	32124000.0	37195000.0	36699000.0
895	SVF1	Q05515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
896	RRP45	Q05636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
897	HCR1	Q05775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
898	HRI1	Q05905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
899	ADE13	Q05911	21874000.0	19106000.0	18395000.0	24331000.0	0.0	32333000.0	19722000.0	0.0	21245000.0	26673000.0	37534000.0	33971000.0	28775000.0	20691000.0	25749000.0
900	UTP13	Q05946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
901	THI7;THI72	Q05998;Q08579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
902	RPN7	Q06103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
903	KAP95	Q06142	0.0	120040000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56172000.0	0.0	0.0	0.0	0.0	0.0
904	DCS1	Q06151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
905	NMA1	Q06178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
906	FPR4	Q06205	0.0	0.0	62066000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32101000.0
907	DBP9	Q06218	0.0	0.0	27750000.0	21103000.0	22063000.0	0.0	17708000.0	0.0	0.0	0.0	0.0	0.0	0.0	19623000.0	25368000.0
908	TOS4	Q06266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
909	EMG1	Q06287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
910	BCP1	Q06338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
911	ATP17	Q06405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
912	SPN1	Q06505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
913	GPN3	Q06543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
914	IKI3	Q06706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
915	SUB2	Q07478	0.0	0.0	0.0	51569000.0	39461000.0	62152000.0	52148000.0	0.0	56878000.0	65942000.0	59503000.0	67363000.0	59698000.0	46956000.0	53129000.0
916	YDL086W	Q07505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
917	0.0	Q07551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
918	NOP6	Q07623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
919	RIX7	Q07844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
920	RLP24	Q07915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
921	MEU1	Q07938	27448000.0	24649000.0	36195000.0	33640000.0	25440000.0	20065000.0	27854000.0	0.0	26969000.0	23020000.0	25110000.0	0.0	20821000.0	25100000.0	28267000.0
922	RCL1	Q08096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
923	DIS3	Q08162	90802000.0	112290000.0	0.0	0.0	116510000.0	16185000.0	0.0	39633000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
924	NOP12	Q08208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
925	BRX1	Q08235	0.0	0.0	0.0	30242000.0	32826000.0	0.0	0.0	0.0	0.0	0.0	16737000.0	0.0	0.0	0.0	0.0
926	ZEO1	Q08245	118630000.0	0.0	0.0	64447000.0	60095000.0	87693000.0	46379000.0	0.0	106130000.0	129040000.0	117250000.0	141880000.0	83389000.0	0.0	54087000.0
927	RRP40	Q08285	108480000.0	177670000.0	0.0	0.0	110690000.0	49718000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
928	ETT1	Q08421	0.0	0.0	21269000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20895000.0
929	TUM1	Q08686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
930	NAT5	Q08689	0.0	0.0	16931000.0	14263000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18501000.0	0.0
931	RPN8	Q08723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
932	0.0	Q08900	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
933	MRN1	Q08925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
934	APL5	Q08951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
935	TYW1	Q08960	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
936	NIP7	Q08962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
937	BMS1	Q08965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
938	GRE1	Q08969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
939	NEW1	Q08972	0.0	0.0	31849000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18192000.0	22279000.0
940	SAM4	Q08985;Q04898	34193000.0	0.0	20482000.0	32196000.0	0.0	25413000.0	0.0	0.0	0.0	45793000.0	36066000.0	37091000.0	27720000.0	24145000.0	0.0
941	TMA46	Q12000	700820000.0	1368900000.0	295010000.0	317870000.0	958310000.0	0.0	325850000.0	0.0	0.0	0.0	0.0	0.0	522290000.0	400860000.0	315590000.0
942	TRM8	Q12009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
943	MDN1	Q12019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
944	YTM1	Q12024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
945	FSF1	Q12029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
946	GRE2	Q12068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
947	SPE3	Q12074	52149000.0	47179000.0	46677000.0	44772000.0	42874000.0	42519000.0	46482000.0	43879000.0	50378000.0	57985000.0	69077000.0	49517000.0	46447000.0	41744000.0	49046000.0
948	WRS1	Q12109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
949	TY2B-OR1	Q12113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
950	MRH1	Q12117	0.0	0.0	26533000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13487000.0
951	SGT2	Q12118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43143000.0	0.0	0.0	0.0	0.0	0.0	26633000.0
952	NMD4	Q12129	0.0	57255000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27064000.0
953	SPC3	Q12133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
954	RRP6	Q12149	97706000.0	177630000.0	0.0	0.0	74851000.0	15971000.0	0.0	30984000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
955	CSF1	Q12150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
956	GET3	Q12154	0.0	0.0	51778000.0	0.0	0.0	0.0	43467000.0	0.0	0.0	0.0	52611000.0	0.0	0.0	0.0	0.0
957	YRA1	Q12159	51377000.0	59624000.0	41608000.0	44977000.0	0.0	51229000.0	53479000.0	30727000.0	34866000.0	38425000.0	34550000.0	40285000.0	42015000.0	39719000.0	50558000.0
958	LEU9	Q12166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
959	FCY1	Q12178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
960	RKI1	Q12189	0.0	0.0	0.0	21058000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21256000.0	20852000.0	22143000.0	0.0
961	RIO1	Q12196	0.0	0.0	12250000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8117800.0
962	LSP1	Q12230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
963	ATP20	Q12233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
964	PRS5	Q12265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
965	RRP42	Q12277	59225000.0	0.0	0.0	0.0	97590000.0	14710000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
966	CRC1	Q12289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
967	RDL1	Q12305	0.0	0.0	30451000.0	39004000.0	0.0	43327000.0	25605000.0	43907000.0	42575000.0	27877000.0	39622000.0	29882000.0	35775000.0	0.0	26084000.0
968	PST2	Q12335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
969	UTP23	Q12339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
970	WTM1	Q12363	45654000.0	24920000.0	0.0	0.0	0.0	0.0	0.0	0.0	44664000.0	0.0	33904000.0	0.0	0.0	0.0	0.0
971	NDJ1	Q12366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
972	RPN6	Q12377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18956000.0	0.0	0.0	0.0	0.0	13186000.0
973	YOP1	Q12402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
974	ARP7	Q12406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
975	PDH1	Q12428	0.0	0.0	0.0	18653000.0	0.0	22793000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
976	RDI1	Q12434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
977	PAA1	Q12447	60515000.0	0.0	56966000.0	79397000.0	0.0	66920000.0	68471000.0	0.0	75156000.0	79038000.0	94393000.0	75763000.0	0.0	105330000.0	75679000.0
978	ERG27	Q12452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
979	NOP56	Q12460	131130000.0	148910000.0	173960000.0	152600000.0	240960000.0	105990000.0	137420000.0	155800000.0	133730000.0	97342000.0	90983000.0	114900000.0	89860000.0	138220000.0	129600000.0
980	RVB2	Q12464	0.0	0.0	0.0	0.0	0.0	0.0	35365000.0	0.0	0.0	0.0	0.0	0.0	0.0	11322000.0	14173000.0
981	AIM45	Q12480	0.0	0.0	20376000.0	0.0	0.0	21614000.0	0.0	0.0	0.0	0.0	0.0	21814000.0	0.0	24885000.0	0.0
982	NOP58	Q12499	170620000.0	219830000.0	171750000.0	191580000.0	329480000.0	136950000.0	136410000.0	215760000.0	144070000.0	157120000.0	120090000.0	175720000.0	114150000.0	140580000.0	134370000.0
983	DCP1	Q12517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
984	TIF6	Q12522	0.0	27831000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25767000.0	0.0	0.0	0.0	0.0	0.0
985	RPL21B	Q12672	254100000.0	253210000.0	344260000.0	273290000.0	288090000.0	207800000.0	296860000.0	139290000.0	251380000.0	244450000.0	295150000.0	241440000.0	211750000.0	361200000.0	380590000.0
986	GLT1	Q12680	0.0	0.0	17735000.0	14634000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11868000.0
987	RPL13A	Q12690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
988	PGA3	Q12746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
989	RRP12	Q12754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
990	RPS21B	Q3E754	71368000.0	91164000.0	107560000.0	74285000.0	98202000.0	86131000.0	105680000.0	97815000.0	83964000.0	116540000.0	105600000.0	115130000.0	73555000.0	129880000.0	161560000.0
991	NOP14	Q99207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
992	RIB3	Q99258	0.0	0.0	0.0	24092000.0	0.0	19100000.0	0.0	0.0	0.0	25110000.0	29001000.0	0.0	27862000.0	24936000.0	22740000.0
993	SEY1	Q99287	0.0	0.0	0.0	0.0	72627000.0	21896000.0	0.0	0.0	57309000.0	24600000.0	0.0	24793000.0	0.0	0.0	0.0
994	HRP1	Q99383	0.0	0.0	0.0	24586000.0	0.0	0.0	0.0	0.0	0.0	0.0	36745000.0	0.0	0.0	0.0	0.0
