Protein.IDs	Gene.names	Intensity.01	Intensity.02	Intensity.03	Intensity.04	Intensity.05	Intensity.06	Intensity.07	Intensity.08	Intensity.09	Intensity.10	Intensity.11	Intensity.12	Intensity.13	Intensity.14	Intensity.15	LFQ.intensity.01	LFQ.intensity.02	LFQ.intensity.03	LFQ.intensity.04	LFQ.intensity.05	LFQ.intensity.06	LFQ.intensity.07	LFQ.intensity.08	LFQ.intensity.09	LFQ.intensity.10	LFQ.intensity.11	LFQ.intensity.12	LFQ.intensity.13	LFQ.intensity.14	LFQ.intensity.15	MS.MS.count.01	MS.MS.count.02	MS.MS.count.03	MS.MS.count.04	MS.MS.count.05	MS.MS.count.06	MS.MS.count.07	MS.MS.count.08	MS.MS.count.09	MS.MS.count.10	MS.MS.count.11	MS.MS.count.12	MS.MS.count.13	MS.MS.count.14	MS.MS.count.15	MS.MS.count
P11491	PHO8	0	0	11090000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
P11745	RNA1	40510000	11037000	116570000	139150000	0	62322000	25797000	7694500	30593000	56511000	40988000	30295000	20938000	199170000	38785000	23703000	0	29069000	35983000	0	34277000	0	0	27477000	30890000	29603000	0	0	33700000	0	3	1	4	4	0	2	1	1	2	2	2	1	1	5	1	30
P11792	SCH9	16367000	0	0	0	0	0	0	0	0	24515000	38388000	0	0	0	10316000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	4
P12385	SUP45	59556000	33760000	168770000	33729000	0	29875000	144310000	12801000	58376000	47986000	26508000	24889000	29378000	76371000	193640000	34414000	42407000	57499000	26134000	0	0	55702000	0	31570000	29944000	22448000	0	0	32607000	50459000	2	2	4	2	0	1	4	1	2	2	2	1	1	4	4	32
P12612	TCP1	49855000	0	30639000	66511000	18713000	0	42388000	0	17194000	17482000	6286200	0	30174000	68301000	60223000	25933000	0	0	26829000	0	0	30394000	0	0	0	0	0	23866000	26835000	32886000	3	0	2	3	1	0	2	0	2	1	1	0	2	3	2	22
P12683	HMG1	8364600	0	65505000	36914000	0	14253000	20639000	0	0	0	0	0	0	47644000	53059000	0	0	0	25244000	0	0	0	0	0	0	0	0	0	0	23963000	2	0	3	2	0	1	1	0	0	0	0	0	0	1	3	13
P12686	MRP13	0	0	0	0	468930000	61867000	0	0	0	0	20732000	0	189080000	0	302210000	0	0	0	0	163650000	60018000	0	0	0	0	0	0	68048000	0	89057000	0	0	0	0	9	2	0	0	0	0	0	0	5	0	6	22
P12688	YPK1	0	0	0	0	0	0	0	0	0	20499000	0	23611000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
P12695	LAT1	29466000	0	0	0	0	0	14349000	0	0	35741000	0	0	92263000	6762200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	0	5
P12709	PGI1	466970000	94413000	1097700000	695480000	124080000	871050000	281390000	66281000	474020000	780990000	644500000	738060000	524880000	1677900000	1426800000	162090000	137250000	175970000	198320000	144020000	197230000	196060000	0	202120000	211940000	290250000	209860000	199320000	190440000	225160000	8	4	12	10	6	11	8	1	9	9	6	11	7	11	14	127
P12754	GCD2	0	6612500	26984000	14288000	8391400	0	15898000	0	0	12471000	6842000	8958300	7945200	23526000	22616000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	12
P12945	NAT1	0	0	25597000	12488000	0	0	11699000	0	0	10836000	0	12990000	0	39655000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	2	0	7
P13188	GLN4	16168000	0	102450000	0	4962100	18496000	24792000	0	0	23263000	0	15313000	14397000	29822000	52035000	0	0	18363000	0	0	0	16021000	0	0	18272000	0	0	0	16112000	17062000	1	0	5	0	1	2	2	0	0	2	0	1	1	2	3	20
P13298	URA5	22943000	0	28661000	10339000	0	0	0	0	0	82073000	0	71757000	31995000	0	11477000	19750000	0	0	0	0	0	0	0	0	44014000	0	28403000	0	0	0	2	0	1	1	0	0	0	0	0	3	0	3	1	0	1	12
P13433	RPO41	73475000	0	275010000	0	309010000	0	0	0	0	154180000	29180000	0	0	0	0	12626000	0	27811000	0	93588000	0	0	0	0	26516000	8240700	0	0	0	0	4	0	9	0	16	0	0	0	0	7	3	0	0	0	0	39
P13517	CAP2	0	0	10573000	0	0	15044000	0	0	0	8847100	0	0	0	16333000	13655000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	5
P13663	HOM2	327270000	85007000	645090000	279580000	105420000	439390000	139980000	79029000	165500000	306240000	209610000	252710000	114090000	408570000	653370000	79228000	67559000	104470000	78494000	72867000	106550000	67689000	68430000	76643000	81232000	77416000	78469000	67408000	86809000	112250000	9	4	10	6	4	10	3	3	5	7	5	7	4	9	8	94
P13856	RSR1	0	0	27738000	15154000	0	0	9892700	0	0	0	0	0	0	0	42193000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	2	5
P14020	DPM1	228620000	99077000	470900000	271610000	120930000	264620000	130450000	78596000	78121000	257630000	61027000	269640000	218730000	406960000	314600000	109790000	82374000	159390000	109120000	128680000	97266000	131330000	91353000	96097000	78047000	59156000	91436000	101050000	93317000	107730000	4	3	8	6	2	5	3	2	3	5	3	5	5	7	6	67
P14120	RPL30	1.234e+09	174470000	2285100000	1063400000	852620000	994910000	800990000	192680000	452480000	1008100000	540210000	1100700000	993690000	1989300000	2774500000	314210000	318840000	383780000	341120000	339660000	289250000	326730000	251010000	268140000	306010000	269010000	347310000	328090000	297460000	382110000	11	5	15	11	10	11	10	5	8	9	7	9	13	10	17	151
P14126	RPL3	4607600000	3118800000	7501500000	3336600000	2826300000	2545300000	3622100000	950450000	2448300000	3447600000	2634200000	3239700000	2656100000	4897600000	7321100000	640250000	670490000	644670000	444280000	681950000	427630000	622140000	409400000	581970000	484770000	440710000	466470000	485480000	490790000	588260000	20	20	30	20	18	17	22	11	17	19	19	15	16	23	25	292
P14540	FBA1	8318300000	5401100000	8514500000	5856600000	3225700000	6373400000	5438900000	2695600000	6685900000	7559400000	5744500000	7859300000	6634500000	5872400000	9208600000	1.203e+09	1442900000	1.057e+09	939280000	1199800000	1.042e+09	1332700000	1447700000	1570100000	1133600000	1239700000	1174200000	1.085e+09	744450000	966100000	30	25	31	21	17	25	24	13	26	23	23	28	25	22	28	361
P14742	GFA1	189870000	32188000	500850000	256860000	51299000	177210000	182360000	96567000	46532000	109260000	43334000	61920000	133050000	305980000	334630000	48662000	27969000	75932000	77766000	29773000	51157000	66085000	61173000	32038000	31303000	24997000	31227000	46879000	54035000	55647000	7	2	13	7	3	4	8	5	4	4	2	2	5	8	10	84
P14832	CPR1	645180000	231310000	617030000	368150000	122570000	544310000	294390000	76935000	443830000	724470000	299030000	408800000	292030000	582040000	636150000	194940000	140610000	116500000	99760000	127700000	168980000	115630000	93134000	194140000	191230000	158120000	170840000	144120000	129640000	129770000	7	5	10	7	4	7	8	2	7	9	6	7	6	5	8	98
P14843	ARO3	8850100	0	28634000	27725000	0	82422000	6057200	0	0	65695000	68122000	37186000	40726000	39638000	47484000	0	0	0	0	0	28833000	0	0	0	28471000	38851000	31102000	35998000	21736000	26769000	1	0	1	1	0	3	1	0	0	2	3	1	1	2	2	18
P14906	SEC63	0	0	0	0	0	0	0	0	0	0	0	0	0	38938000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4
P15019	TAL1	52648000	0	27127000	68278000	16045000	97117000	0	11784000	17519000	109350000	106090000	78858000	39343000	47857000	32438000	0	0	0	33476000	0	47030000	0	0	0	51878000	43972000	40286000	0	0	0	2	0	1	3	1	3	0	1	1	3	4	2	1	1	1	24
P15108	HSC82	3.227e+09	1151300000	3423400000	1708800000	1187700000	3503700000	2265200000	1048900000	1717100000	4415200000	4066500000	3974600000	3704500000	4052300000	4195100000	454530000	350130000	261400000	317080000	279720000	395890000	316750000	316640000	430670000	476070000	605540000	414120000	426910000	312210000	303200000	21	16	27	18	15	23	23	17	16	28	25	29	27	26	30	341
P15180	KRS1	253840000	91402000	631990000	192220000	176970000	489860000	267110000	110980000	100730000	385140000	77227000	517520000	389110000	533410000	590040000	104430000	86248000	134990000	124290000	112240000	146250000	129330000	103770000	103580000	143780000	70717000	154760000	132930000	129260000	148690000	6	3	12	7	7	10	7	4	6	10	3	11	10	13	9	118
P15303	SEC23	8416000	0	65913000	14013000	0	39022000	22793000	0	0	54716000	40382000	55271000	9964300	205890000	104290000	0	0	20377000	0	0	0	18584000	0	0	25517000	30319000	23145000	0	50107000	30140000	1	0	3	1	0	1	2	0	0	3	2	4	1	7	5	30
P15424	MSS116	60931000	19773000	167200000	130280000	87085000	7648500	55931000	0	19884000	0	9259000	15541000	12827000	163580000	122570000	37563000	0	39820000	36925000	41886000	0	30521000	0	0	0	0	0	0	25807000	29076000	2	1	5	5	5	1	3	0	1	0	1	1	1	5	4	35
P15454	GUK1	72267000	60266000	46099000	98894000	28003000	88198000	30607000	36049000	42424000	142810000	140940000	137690000	99649000	112890000	139370000	62126000	80870000	0	80646000	0	0	0	0	0	101550000	107910000	95994000	85921000	59105000	56878000	2	2	1	2	1	1	1	1	1	3	3	3	2	2	3	28
P15496	IDI1	35185000	23126000	51658000	40990000	14378000	46007000	14932000	9960500	12166000	32307000	0	51709000	24157000	38822000	55891000	21063000	22637000	19348000	0	0	23893000	0	0	0	0	0	27828000	0	0	22961000	2	2	2	2	1	2	1	1	1	1	0	2	1	2	2	22
P15565-2;P15565	TRM1	0	0	36481000	18857000	0	10723000	0	0	0	17563000	0	0	0	102270000	47863000	0	0	0	0	0	0	0	0	0	0	0	0	0	22297000	17960000	0	0	2	1	0	1	0	0	0	1	0	0	0	4	3	12
P15624	FRS1	149070000	9633400	215450000	235620000	22568000	55409000	33105000	0	64536000	273920000	139960000	153530000	122140000	306900000	290360000	39681000	0	37242000	42971000	0	24671000	0	0	31476000	49580000	38845000	39345000	34540000	47217000	42706000	5	1	7	10	1	3	1	0	3	10	7	6	4	7	9	74
P15625	FRS2	25889000	16746000	210960000	66478000	0	106170000	21207000	12357000	16981000	95754000	60340000	28751000	0	65293000	0	0	0	0	37104000	0	0	0	0	0	54371000	42474000	0	0	0	0	1	1	6	2	0	3	1	1	1	2	2	1	0	1	0	22
P15646	NOP1	469160000	327150000	1.631e+09	452750000	377880000	343240000	622460000	174910000	369040000	228840000	207190000	413220000	249020000	896310000	704290000	174470000	227050000	198370000	132490000	265190000	89816000	153590000	151410000	122280000	92337000	75477000	123720000	89359000	123820000	141220000	10	6	18	8	9	7	11	7	8	7	7	9	6	8	12	133
P15700	URA6	0	0	13591000	21107000	0	22359000	0	0	0	37563000	14365000	0	18324000	11983000	17297000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	3	1	0	1	0	1	9
P15705	STI1	390390000	143750000	136510000	140960000	19029000	198910000	75884000	28337000	177350000	321330000	198940000	345040000	212840000	130990000	147230000	92209000	54332000	23100000	42074000	0	55658000	37023000	31262000	75392000	64586000	75816000	68810000	56169000	29469000	36459000	12	6	5	5	1	6	3	2	7	7	6	8	4	5	4	81
P15873	POL30	0	0	22763000	0	0	0	15298000	0	0	14543000	0	0	0	39694000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	4
P15891	ABP1	17860000	0	0	0	0	24969000	11956000	11834000	0	39860000	8330900	0	26563000	39519000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	2	0	10
P15992	HSP26	1597500000	228510000	0	14809000	0	13107000	177520000	0	1558900000	0	2077300000	8843100	0	9215600	0	656700000	190510000	0	0	0	0	104680000	0	959040000	0	698280000	0	0	0	0	9	5	0	1	0	1	2	0	12	0	12	1	0	1	0	44
P16120	THR4	93372000	39942000	56297000	59800000	39914000	145570000	46715000	20870000	41747000	253970000	53887000	207670000	130550000	163770000	76260000	49090000	44179000	22842000	37854000	38897000	47524000	34367000	0	40131000	61890000	0	52106000	46059000	39565000	30902000	3	2	2	2	2	3	2	1	2	6	1	5	4	3	2	40
P16140	VMA2	714310000	187610000	2262100000	820410000	342120000	815360000	752180000	196580000	391790000	628970000	402070000	653230000	523610000	1857800000	1327600000	95120000	71876000	152190000	117060000	88916000	98447000	130080000	95297000	85236000	76344000	77066000	76491000	78973000	129200000	114460000	18	7	30	15	11	18	17	9	15	13	15	16	13	25	19	241
P16387	PDA1	80528000	0	192310000	18005000	0	50871000	0	24909000	0	10970000	5563600	24275000	31942000	62304000	57201000	30623000	0	36313000	0	0	33512000	0	0	0	0	0	0	30065000	31652000	34098000	3	0	5	1	0	3	1	1	0	1	1	2	2	3	2	25
P16467	PDC5	0	0	246200000	0	31249000	0	0	0	0	263580000	0	0	9160700	0	33677000	0	0	88224000	0	0	0	0	0	0	154420000	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2	0	0	1	0	1	8
P16474	KAR2	271470000	106960000	559120000	137820000	92247000	472080000	109890000	0	192070000	249390000	377030000	428130000	142990000	610310000	492950000	107170000	80788000	79576000	59866000	66320000	105460000	65978000	0	111010000	97323000	118850000	92504000	84142000	82368000	84095000	7	5	8	3	4	10	4	0	7	6	11	7	5	11	8	96
P16521	YEF3	5716400000	3592800000	1.8361e+10	1.0584e+10	4546200000	8916800000	7341200000	1767400000	4221200000	6837500000	5449500000	7997200000	4299100000	2.0443e+10	1.9271e+10	729780000	774880000	1317400000	1091300000	863680000	1066600000	966240000	610670000	732740000	800860000	736980000	817450000	652290000	1318600000	1191600000	47	39	74	47	37	40	49	20	39	42	42	44	38	62	66	686
P16547	OM45	103620000	6922900	8849600	23856000	0	43873000	0	5856800	25599000	12453000	11658000	96285000	166060000	12929000	12116000	65635000	0	0	21951000	0	0	0	0	0	0	0	0	0	0	0	3	1	1	2	0	3	0	1	2	1	1	1	2	1	1	20
P16550	APA1	21924000	0	77853000	54342000	9895900	123850000	18787000	6912000	8108400	111270000	79714000	96710000	17690000	104300000	122470000	0	0	25311000	33799000	0	37019000	0	0	0	41210000	0	36090000	0	44456000	32303000	1	0	3	2	1	4	1	1	1	4	2	4	1	3	4	32
P16603	NCP1	0	0	91355000	0	0	0	0	0	0	23372000	0	0	0	5211900	6847200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	1	6
P16861	PFK1	657850000	174220000	1.179e+09	855400000	171430000	552880000	451710000	178660000	411390000	444430000	510580000	449150000	363720000	969850000	994650000	102380000	76919000	118410000	112980000	67815000	102300000	103550000	93446000	94567000	81534000	103930000	81191000	93782000	107310000	95666000	15	7	20	16	6	10	13	6	12	10	11	11	9	15	17	178
P16862	PFK2	139320000	60153000	638240000	145320000	105640000	190840000	136390000	10734000	120920000	134890000	68091000	233710000	116120000	436880000	457020000	53709000	46860000	111950000	48069000	66055000	56929000	51179000	0	62784000	54215000	37442000	54490000	51866000	76807000	82279000	2	3	12	4	3	5	4	1	4	4	3	5	3	7	8	68
P16892	FUS3	10723000	0	4564200000	1555300000	28185000	0	3090300000	675450000	0	985990000	0	9431500	7985000	0	0	0	0	462900000	337270000	0	0	698460000	482550000	0	240650000	0	0	0	0	0	1	0	17	11	1	0	17	9	0	12	0	1	1	0	0	70
P17076	RPL8A	2401900000	630970000	3676400000	2611600000	1644300000	2448400000	2.163e+09	610640000	736220000	1.899e+09	1.784e+09	3088300000	2409800000	1999700000	4434100000	571470000	569950000	624170000	665460000	617280000	632810000	665700000	515130000	438360000	581760000	647010000	607220000	682960000	625560000	727440000	17	11	19	12	12	15	12	8	7	15	10	15	15	17	19	204
P17255	VMA1	357510000	134190000	800360000	564960000	187110000	424110000	312020000	138430000	254700000	447310000	276850000	287010000	296030000	645230000	750570000	90347000	71983000	104320000	108300000	71612000	85354000	88488000	79608000	93297000	97080000	80026000	75263000	81789000	94800000	91106000	7	5	12	9	6	9	7	5	6	7	8	5	6	9	12	113
P17423	THR1	70995000	0	154970000	52294000	6558700	32357000	69582000	8073800	26662000	53283000	13637000	61254000	56541000	145390000	152960000	24171000	0	30131000	27236000	0	25054000	26360000	0	25916000	28859000	0	24392000	27888000	29045000	28329000	4	0	5	3	1	2	4	1	3	3	1	4	3	5	5	44
P17505	MDH1	215190000	83128000	335430000	320830000	106430000	534580000	138620000	192320000	132100000	216160000	163140000	241760000	485370000	274160000	304230000	88815000	63914000	71528000	91036000	65041000	163360000	70480000	155120000	90590000	77819000	75718000	79058000	159840000	76120000	71916000	5	3	8	8	4	9	5	5	5	5	5	6	9	7	7	91
P17536	TPM1	63681000	41680000	0	0	35904000	121630000	15807000	48004000	23785000	124950000	105430000	143340000	63124000	0	48664000	35469000	38178000	0	0	29533000	56749000	0	56145000	0	63973000	67336000	65408000	0	0	0	2	2	0	0	2	3	1	2	1	2	2	3	1	0	1	22
P17558	PET123	0	0	0	0	1346200000	410650000	0	0	0	0	333970000	0	510730000	27752000	1131100000	0	0	0	0	982790000	214750000	0	0	0	0	306530000	0	544500000	0	362260000	0	0	0	0	8	3	0	0	0	0	3	0	6	1	9	30
P17695	GRX2	24866000	0	48300000	33735000	0	74617000	0	0	20870000	62672000	27928000	33015000	55193000	33063000	54470000	0	0	0	0	0	0	0	0	0	37249000	0	0	39398000	0	24203000	1	0	2	1	0	2	0	0	1	2	1	1	2	1	2	16
P17709	GLK1	113500000	0	73612000	77473000	6331800	193420000	54762000	0	40552000	17143000	159900000	26194000	52584000	58731000	40447000	32313000	0	19446000	23227000	0	43705000	22282000	0	24434000	0	43618000	24645000	29211000	28622000	19907000	4	0	3	4	1	5	4	0	2	1	5	1	2	2	2	36
P17891	CLC1	0	0	0	0	0	8605700	0	0	0	0	0	6718800	3962300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	3
P17898	CPT1	0	0	13733000	0	0	8009600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2
P17967	PDI1	250800000	69239000	100840000	213420000	94978000	237120000	72818000	100700000	81050000	179810000	308790000	260740000	202480000	385760000	307990000	66142000	50430000	43152000	57245000	46246000	101900000	37798000	76593000	50725000	70957000	90265000	82898000	84368000	76393000	61610000	7	3	3	5	4	4	3	3	3	5	9	6	5	9	6	75
P18239;P18238	PET9	359130000	173720000	924420000	584690000	423190000	226020000	245530000	173060000	307510000	194380000	341400000	468560000	783400000	927730000	513480000	134340000	113670000	185020000	151880000	162210000	123840000	148890000	164510000	140350000	114770000	118580000	144450000	205350000	170060000	148060000	6	4	11	8	8	5	5	5	6	4	6	8	11	11	9	107
P18480	SNF5	0	0	177550000	0	350790000	0	232250000	0	0	0	0	171790000	0	0	0	0	0	25885000	0	116750000	0	83119000	0	0	0	0	51867000	0	0	0	0	0	6	0	10	0	8	0	0	0	0	6	0	0	0	30
P18562	FUR1	140080000	41879000	335540000	80964000	55099000	57114000	85422000	20890000	114470000	165640000	164530000	64166000	192220000	219940000	285470000	64976000	61333000	81261000	0	46619000	50723000	59348000	44503000	68255000	69607000	67010000	56956000	70719000	68953000	82668000	4	3	7	2	2	3	3	2	4	5	4	3	6	4	5	57
P18888	SNF6	0	0	45290000	0	41205000	0	103670000	0	0	0	0	25747000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	4	0	0	0	0	2	0	0	0	10
P19097	FAS2	766880000	202780000	2390100000	744150000	276050000	737180000	611470000	119370000	397930000	873300000	665710000	722240000	556370000	1333200000	1889600000	81469000	62007000	123020000	78775000	65479000	81012000	88096000	34909000	76867000	89627000	97359000	73814000	70057000	102900000	101430000	23	9	44	22	16	22	23	6	16	21	21	21	19	22	41	326
P19262	KGD2	19822000	0	24512000	0	0	13615000	0	0	0	0	0	44823000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	2	1	0	1	9
P19358	SAM2	140080000	0	262940000	175970000	54327000	0	169690000	14291000	31963000	200420000	39341000	175200000	50304000	239690000	131180000	55637000	0	63516000	65254000	58652000	0	58374000	0	0	75184000	0	78203000	0	66735000	56356000	3	0	4	3	2	0	5	1	1	4	2	3	1	3	2	34
P19414	ACO1	453980000	203040000	826900000	593420000	200480000	434650000	332710000	145840000	349850000	569250000	498370000	486210000	477560000	607670000	586960000	104400000	94193000	96404000	112580000	83033000	106670000	83513000	114300000	117980000	105320000	133320000	101750000	115120000	105110000	90744000	11	6	15	12	6	9	8	4	10	12	9	9	10	11	12	144
P19454	CKA2	11849000	0	0	16657000	0	0	0	0	0	0	0	0	12350000	0	8856600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	4
P19524	MYO2	0	0	17908000	0	0	0	0	0	0	12216000	0	0	0	10013000	14387000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3
P19882	HSP60	297600000	72641000	1026200000	574740000	99514000	710280000	871640000	300660000	241230000	806740000	447290000	554500000	376490000	593120000	590710000	75346000	28957000	104930000	103380000	33571000	110470000	149920000	130920000	79662000	151840000	97277000	96337000	96294000	88244000	70895000	8	3	20	12	7	16	19	10	10	19	15	13	8	13	17	190
P20053	PRP4	0	0	0	157140000	73293000	0	0	0	0	25183000	0	135490000	0	97119000	0	0	0	0	42673000	48355000	0	0	0	0	0	0	49348000	0	32171000	0	0	0	0	5	4	0	0	0	0	1	0	4	0	3	0	17
P20081	FPR1	1.85e+08	37674000	80482000	50031000	40271000	120800000	0	0	50918000	17886000	78405000	83237000	127310000	54394000	88120000	0	0	30637000	0	0	60411000	0	0	0	0	62877000	48454000	82513000	0	0	2	1	2	1	1	3	0	0	1	1	2	3	2	1	1	21
P20107	ZRC1	16734000	0	140130000	15644000	22630000	19116000	0	0	0	0	0	12512000	16772000	80187000	78524000	0	0	40300000	0	20031000	0	0	0	0	0	0	0	0	32198000	32423000	1	0	3	1	2	1	0	0	0	0	0	1	1	2	2	14
P20436	RPB8	0	0	0	21262000	0	28748000	0	0	0	13246000	19634000	0	0	26383000	26145000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	6
P20447	DBP3	171730000	188580000	430790000	255540000	365230000	127720000	91607000	89671000	163460000	189420000	88396000	265910000	78811000	181270000	237700000	67189000	123230000	99966000	99623000	199300000	46999000	55304000	106980000	84849000	86261000	55801000	96242000	48484000	52192000	71590000	5	5	9	5	7	5	3	2	6	3	2	5	3	4	4	68
P20448	HCA4	0	0	0	0	0	0	9955400	0	0	0	0	0	27273000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2
P20449	DBP5	0	0	19456000	19917000	0	0	0	9811500	0	31242000	37543000	34962000	23461000	27300000	30436000	0	0	0	0	0	0	0	0	0	0	31881000	26394000	0	0	0	0	0	1	1	0	0	0	1	0	1	2	2	1	1	1	11
P20459	SUI2	0	0	24545000	25083000	12299000	0	0	0	0	8064100	18576000	43802000	23787000	0	11887000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	1	0	0	0	1	1	2	1	0	1	12
P20604	SIT4	15613000	5742600	0	0	0	0	11472000	0	0	0	0	0	11247000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	4
P20606	SAR1	141880000	37454000	149180000	65516000	11022000	88600000	82489000	0	12133000	177200000	66156000	162870000	88407000	108590000	8138300	69318000	0	50601000	0	0	61330000	60738000	0	0	86900000	0	79725000	74661000	58130000	0	4	1	4	1	1	2	2	0	1	4	1	4	2	2	1	30
P20676	NUP1	0	150310000	167660000	0	0	0	0	0	0	73960000	0	29302000	0	0	0	0	87456000	27965000	0	0	0	0	0	0	33594000	0	0	0	0	0	0	4	6	0	0	0	0	0	0	3	0	1	0	0	0	14
P20967	KGD1	48008000	33364000	197360000	214890000	0	228520000	41470000	72006000	41230000	53574000	72564000	81266000	2.19e+08	188600000	184700000	33226000	35332000	30256000	58064000	0	65995000	31966000	59084000	35452000	30139000	42963000	29701000	58495000	39852000	33982000	2	2	7	5	0	4	2	4	2	3	3	4	8	3	6	55
P21147	OLE1	135950000	19089000	506170000	252220000	43054000	148170000	109810000	0	133440000	128390000	119490000	190770000	81640000	408860000	296840000	92293000	0	120100000	112590000	0	75708000	82347000	0	86709000	75563000	60077000	66995000	65639000	108570000	86638000	3	1	7	5	2	3	3	0	5	3	5	4	1	4	4	50
P21242	PRE10	17610000	0	51081000	0	0	17621000	15764000	0	6911400	5312800	6261300	0	7640600	81220000	38629000	11246000	0	14892000	0	0	12105000	11486000	0	0	0	0	0	0	12748000	12612000	2	0	3	0	0	2	2	0	1	1	1	0	1	5	3	21
P21243	SCL1	0	0	36132000	0	0	5232700	0	0	0	0	0	0	0	19218000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	3
P21264	ADE2	14756000	0	49833000	0	0	19009000	0	0	0	0	0	0	0	54208000	35879000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	3	2	9
P21306	ATP15	15582000	9769500	0	22993000	11111000	25129000	0	13993000	0	17453000	21268000	18270000	23391000	0	16958000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	11
P21524;P21672	RNR1	0	0	61713000	0	0	0	0	0	0	0	0	21571000	0	36662000	71848000	0	0	21392000	0	0	0	0	0	0	0	0	0	0	16170000	17652000	0	0	3	0	0	0	0	0	0	0	0	1	0	2	3	9
P21576	VPS1	0	0	31028000	0	0	0	0	0	0	22310000	0	20853000	0	13972000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0	5
P21771	MRPS28	0	0	0	3934700	1285800000	183270000	0	0	0	0	134750000	0	667560000	7805400	685680000	0	0	0	0	547680000	85909000	0	0	0	0	97355000	0	252370000	0	173450000	0	0	0	1	6	3	0	0	0	0	3	0	6	1	4	24
P21801	SDH2	26993000	0	39958000	62625000	0	91033000	17871000	0	27404000	0	35876000	0	87990000	51486000	47373000	0	0	0	53610000	0	70563000	0	0	0	0	0	0	63194000	0	0	1	0	1	2	0	2	1	0	1	0	1	0	4	1	1	15
P21954	IDP1	124340000	65429000	325170000	204660000	96237000	264750000	171040000	42363000	106040000	127610000	197210000	202440000	169360000	424410000	317350000	74001000	73532000	97916000	104090000	83759000	129740000	106220000	0	86566000	88320000	123620000	106900000	124080000	135210000	111700000	3	3	7	4	3	5	5	1	4	2	4	4	3	6	5	59
P21965	MCK1	5979700	0	14665000	8258400	0	7802400	8473600	0	0	0	0	0	0	13481000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	6
