Protein.IDs	Gene.names	Intensity.01	Intensity.02	Intensity.03	Intensity.04	Intensity.05	Intensity.06	Intensity.07	Intensity.08	Intensity.09	Intensity.10	Intensity.11	Intensity.12	Intensity.13	Intensity.14	Intensity.15	LFQ.intensity.01	LFQ.intensity.02	LFQ.intensity.03	LFQ.intensity.04	LFQ.intensity.05	LFQ.intensity.06	LFQ.intensity.07	LFQ.intensity.08	LFQ.intensity.09	LFQ.intensity.10	LFQ.intensity.11	LFQ.intensity.12	LFQ.intensity.13	LFQ.intensity.14	LFQ.intensity.15	MS.MS.count.01	MS.MS.count.02	MS.MS.count.03	MS.MS.count.04	MS.MS.count.05	MS.MS.count.06	MS.MS.count.07	MS.MS.count.08	MS.MS.count.09	MS.MS.count.10	MS.MS.count.11	MS.MS.count.12	MS.MS.count.13	MS.MS.count.14	MS.MS.count.15	MS.MS.count
P38219	OLA1	456070000	103580000	960970000	528390000	156100000	352200000	265580000	88711000	122140000	405530000	357570000	555040000	237210000	563250000	602450000	138850000	81863000	175560000	143820000	99372000	123190000	115290000	95614000	86197000	151540000	152850000	151830000	112230000	145360000	151940000	8	2	13	9	3	6	6	3	2	10	7	8	5	7	9	98
P38230	ZTA1	0	0	0	0	0	15310000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
P38248	ECM33	63681000	59808000	194790000	0	0	65203000	0	0	67831000	75744000	85849000	165370000	76336000	49232000	84864000	0	0	42067000	0	0	47439000	0	0	0	0	0	61691000	51402000	0	41983000	1	1	4	0	0	2	0	0	1	1	1	3	2	1	2	19
P38249	RPG1	39455000	19607000	370260000	135140000	39760000	81486000	109340000	21977000	44288000	150670000	97463000	108410000	55797000	418580000	247200000	16579000	0	100720000	55164000	29346000	39329000	56934000	0	36214000	47087000	49835000	45782000	30195000	83089000	65031000	2	1	11	4	2	3	3	1	2	5	3	3	2	9	6	57
P38250	IST2	8653500	0	12830000	11635000	0	0	0	0	0	0	7492200	0	0	0	11963000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	5
P38251	RFC5	0	0	56359000	17287000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	3
P38264	PHO88	58885000	17796000	9609000	32848000	17541000	0	0	0	0	73803000	64443000	82855000	19491000	27987000	47258000	32337000	0	0	0	0	0	0	0	0	37574000	39844000	33189000	0	0	0	2	1	1	1	1	0	0	0	0	2	2	3	1	1	2	17
P38323	MCX1	0	0	241570000	198840000	126980000	158520000	159360000	0	0	180330000	148910000	0	157520000	212910000	297770000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	0	0	1	1	0	1	1	1	11
P38325	OM14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
P38328	ARC40	5992700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
P38353	SSH1	0	0	12938000	0	0	0	15311000	0	0	0	0	0	0	0	10127000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2
P38431-2;P38431	TIF5	0	0	90381000	31102000	34048000	75173000	31162000	0	25933000	67274000	77208000	36498000	0	159520000	0	0	0	0	0	0	30822000	0	0	0	65218000	0	0	0	45895000	0	0	0	3	1	1	3	1	0	1	2	2	1	0	3	0	18
P51996;P38555	YPT32;YPT31	0	0	0	0	0	0	0	0	0	8105600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2
P38620	PRS2	0	0	0	0	0	0	0	0	0	0	0	0	0	40862000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
P38625	GUA1	249460000	108700000	1177400000	523350000	132540000	411490000	559090000	1.09e+08	2.33e+08	934530000	201580000	576520000	273850000	1074800000	1296700000	62404000	47455000	114060000	91626000	58017000	94244000	103490000	62563000	75111000	123280000	70377000	100250000	90062000	148220000	132020000	8	4	19	11	5	9	12	6	7	17	6	12	8	14	17	155
P38626	CBR1	38391000	16361000	80368000	12951000	0	67528000	0	0	0	33494000	36598000	35063000	33043000	138900000	0	0	0	0	0	0	0	0	0	0	0	39028000	30838000	0	57952000	0	1	1	1	1	0	1	0	0	0	1	2	2	1	3	0	14
P38629	RFC3	12896000	0	79034000	13916000	0	0	8253100	0	0	0	0	2761900	0	11290000	56340000	0	0	28820000	0	0	0	0	0	0	0	0	0	0	0	17709000	1	0	2	1	0	0	2	0	0	1	0	1	0	1	3	12
P38631;P40989;Q04952	FKS1	109160000	55157000	825860000	206760000	68107000	1.03e+08	285270000	22581000	27946000	92680000	35636000	43371000	41051000	271290000	382700000	25269000	22294000	119570000	44951000	25613000	21800000	68373000	13833000	13727000	19414000	11841000	11463000	13463000	37634000	61021000	5	4	25	9	4	5	10	2	2	5	2	3	2	8	14	100
P38687	SRP68	0	0	52327000	0	0	0	0	0	0	0	0	0	0	0	17713000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	4
P38689	PRS3	62958000	26723000	180430000	41753000	27103000	65881000	112390000	13818000	54168000	46002000	49199000	59958000	57736000	173900000	172610000	28553000	33224000	39986000	38406000	31692000	29820000	49900000	0	33250000	33161000	22862000	26966000	30343000	46408000	42664000	3	2	5	2	2	4	5	1	3	3	3	3	3	5	5	49
P38694	MSC7	28304000	9056000	71216000	33989000	0	24222000	19943000	0	22654000	34328000	21595000	22100000	21921000	104040000	61123000	0	0	30501000	0	0	0	0	0	21747000	0	0	0	0	29434000	28742000	2	1	2	1	0	1	1	0	2	1	1	1	1	4	2	20
P38701	RPS20	734750000	217130000	833260000	967660000	368370000	836900000	579500000	334750000	220120000	901070000	458130000	1.13e+09	421700000	1183100000	1995500000	341730000	299600000	335920000	405750000	329200000	345860000	307810000	335570000	266060000	390550000	474190000	373630000	354280000	390540000	450880000	6	2	5	6	3	7	4	4	2	4	5	7	3	7	9	74
P38707	DED81	245910000	188800000	904030000	316010000	106010000	338040000	156690000	80749000	138620000	362570000	277270000	473230000	228650000	770430000	541580000	51174000	51913000	73609000	63233000	46339000	64029000	48725000	49275000	48180000	66082000	62718000	66564000	56663000	75374000	67479000	8	8	17	8	5	8	6	5	7	9	8	13	9	13	10	134
P38708	YHR020W	321050000	115040000	892690000	429040000	94612000	227810000	402460000	116220000	19807000	325560000	219700000	291230000	153310000	727430000	585980000	55745000	42828000	81796000	65613000	27930000	43042000	69903000	50045000	0	54025000	46683000	49248000	36918000	64991000	61765000	12	6	20	12	4	7	12	7	1	9	10	8	6	17	14	145
P38712	RRP3	0	0	54489000	12914000	0	0	14139000	0	0	0	0	0	0	35123000	0	0	0	16400000	0	0	0	0	0	0	0	0	0	0	18609000	0	0	0	3	1	0	0	1	0	0	0	0	0	0	2	1	8
P38719	DBP8	0	0	19021000	12244000	0	0	0	0	0	0	0	0	0	6465300	11959000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	4
P38720;P53319	GND1	195830000	104360000	507690000	3.16e+08	148280000	477500000	328680000	125830000	277820000	582360000	493230000	701530000	428640000	824770000	736750000	151190000	86385000	137490000	170860000	107380000	184570000	160250000	133170000	190970000	230930000	243260000	251700000	202240000	203020000	184550000	6	2	9	5	4	9	8	3	7	10	9	13	8	15	10	118
P38764	RPN1	26851000	0	77750000	19106000	0	15820000	20694000	0	0	15268000	7889200	18824000	0	39462000	50332000	0	0	0	0	0	0	0	0	0	0	0	0	0	13987000	18268000	2	0	2	1	0	1	1	0	0	1	1	1	0	2	2	14
P38777	FSH1	0	0	23594000	15755000	0	4742400	0	0	0	23585000	0	0	20986000	39442000	43559000	0	0	11366000	9068100	0	0	0	0	0	16173000	0	0	13269000	11411000	12434000	0	0	2	2	0	1	0	0	0	2	0	0	2	3	3	15
P38779	CIC1	0	0	38124000	10844000	0	0	0	0	0	0	0	0	0	39502000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	4
P38788	SSZ1	269920000	112450000	675280000	626610000	166020000	431890000	301490000	35288000	152380000	685930000	613100000	653170000	351480000	940890000	741100000	95503000	58665000	95700000	113210000	80281000	122390000	95533000	0	70345000	133050000	121510000	132760000	101050000	103390000	111700000	7	3	12	11	6	10	8	1	4	12	12	12	6	16	12	132
P38791	DYS1	11384000	15003000	35155000	0	10140000	34296000	34290000	0	0	0	0	36678000	16627000	145460000	62992000	0	0	23035000	0	0	27781000	21179000	0	0	0	0	29085000	0	28191000	27430000	1	1	2	0	1	2	2	0	0	0	0	2	1	3	3	18
P38792	RRP4	231160000	177060000	0	0	141750000	49086000	0	44240000	0	0	0	0	0	0	0	56067000	62070000	0	0	71819000	23979000	0	52300000	0	0	0	0	0	0	0	9	7	0	0	6	3	0	3	0	0	0	0	0	0	0	28
P38793	TRM5	0	0	18488000	0	0	0	10289000	0	0	0	0	0	0	0	19103000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	3
P38795	QNS1	0	0	17978000	0	0	0	0	0	0	0	0	0	0	0	10320000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2
P38798	NMD2	0	34627000	0	0	0	0	0	0	0	11786000	12311000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	3
P38801	LRP1	25252000	9229500	0	0	10211000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4
P38811	TRA1	2498500	0	112280000	57050000	0	14425000	0	0	0	0	0	0	0	36704000	37964000	0	0	19884000	0	0	0	0	0	0	0	0	0	0	9050300	9856400	1	0	7	3	0	1	0	0	0	0	0	0	0	3	3	18
P38830	NDT80	0	0	0	18290000	0	40308000	0	61157000	0	0	0	0	31217000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3	0	0	0	0	1	0	0	7
P38858	SOL3	0	0	0	0	0	10831000	0	0	0	0	0	0	0	0	19669000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2
P38861	NMD3	0	0	66724000	11990000	0	0	9043500	0	0	27522000	6378500	29024000	7054700	60668000	35482000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	1	1	1	1	2	1	12
P38863	SPC97	0	0	0	0	0	0	0	0	0	62105000	0	0	0	0	27719000	0	0	0	0	0	0	0	0	0	18627000	0	0	0	0	12835000	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	7
P38879	EGD2	104770000	41650000	28597000	78670000	28372000	68176000	0	37694000	84379000	181020000	74895000	154340000	87829000	118230000	18745000	51822000	0	0	43750000	0	0	0	0	70424000	77944000	0	64648000	67418000	35525000	0	2	1	1	2	1	1	0	1	2	3	1	3	2	3	2	25
P38886	RPN10	0	0	7977000	0	0	0	0	0	0	11090000	0	6007100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	3
P38891	BAT1	294230000	50431000	650970000	158480000	53365000	608190000	199290000	33105000	156790000	664140000	647980000	225840000	392680000	1109500000	774140000	173200000	72494000	203600000	144510000	42355000	166900000	96014000	54038000	122990000	232460000	261960000	130440000	134380000	225160000	204730000	6	2	14	5	3	8	5	2	4	9	10	7	5	13	9	102
P38910	HSP10	75940000	0	41622000	0	0	143970000	0	0	0	97462000	86593000	0	0	158730000	80148000	54010000	0	0	0	0	0	0	0	0	0	89248000	0	0	0	45058000	2	0	1	0	0	2	0	0	0	1	2	0	0	2	2	12
P38911	FPR3	0	0	186490000	0	92291000	50267000	35573000	0	23883000	0	0	43649000	35393000	132980000	87985000	0	0	65997000	0	0	0	0	0	0	0	0	0	0	51513000	0	0	0	4	0	2	1	1	0	1	0	0	1	1	3	1	15
P38912	TIF11	15801000	19284000	54492000	32506000	10060000	32755000	34868000	12289000	22339000	55980000	28326000	74159000	49281000	28404000	55934000	0	0	25850000	0	0	0	29876000	0	0	33387000	0	36134000	38604000	0	22715000	2	1	2	1	1	1	2	1	1	2	1	3	2	1	2	23
P38934	BFR1	47809000	0	52790000	90539000	0	68907000	38116000	0	32886000	41185000	145120000	182220000	58660000	78854000	74517000	21576000	0	12308000	23072000	0	21225000	13985000	0	26932000	14105000	34164000	45105000	31394000	14730000	18738000	3	0	3	5	0	5	3	0	2	3	7	8	3	4	4	50
P38968	SEC31	11213000	6716000	397290000	10297000	0	0	11613000	0	9524700	0	11885000	11119000	0	48464000	18801000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	1	0	1	0	1	1	0	2	1	12
P38972	ADE6	84981000	0	166550000	74949000	0	50248000	41879000	0	19366000	74310000	40348000	136660000	47717000	161220000	63430000	26497000	0	28608000	34182000	0	31459000	26911000	0	25142000	37736000	33246000	35598000	27042000	36056000	23537000	5	0	6	3	0	3	2	0	2	3	3	7	4	4	3	45
P38988	GGC1	83847000	17211000	588920000	137470000	168570000	44267000	116210000	0	12514000	0	13248000	66259000	32197000	248470000	273130000	26360000	14738000	90622000	36842000	41080000	16492000	38516000	0	0	0	0	18062000	16407000	40048000	49478000	5	2	11	5	8	2	5	0	1	0	1	3	2	6	7	58
P38999	LYS9	0	0	0	0	0	0	0	0	0	8213500	0	0	5785900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2
P39004;P39003	HXT7;HXT6	0	0	11709000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
P39013	END3	0	0	0	0	0	0	0	0	0	39304000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
P39015	STM1	1065400000	458220000	1213200000	466730000	115980000	664850000	327180000	29214000	824140000	558100000	718740000	362730000	224990000	1030300000	711800000	354330000	311260000	191290000	206470000	0	191210000	217360000	0	444670000	230250000	262380000	233920000	181270000	148980000	226150000	6	5	10	6	1	7	6	1	5	6	7	4	4	7	6	81
P39076	CCT2	55048000	0	96635000	76168000	41503000	39696000	32146000	0	0	44633000	18852000	67947000	20620000	103980000	106320000	32050000	0	30099000	29120000	23762000	27928000	0	0	0	0	0	34158000	0	24036000	29171000	2	0	3	3	3	2	1	0	0	1	1	2	1	4	3	26
P39077	CCT3	47523000	11756000	254070000	62858000	38116000	50973000	28381000	9708700	0	25960000	14553000	57306000	22130000	41240000	135790000	25499000	0	59707000	31118000	28426000	25248000	0	0	0	0	0	27878000	0	17095000	35189000	2	1	8	2	2	2	1	1	0	1	1	2	1	2	3	29
P39078	CCT4	148340000	24373000	485820000	193490000	47802000	75842000	134210000	29499000	15525000	92662000	9012000	90166000	35981000	307230000	327570000	34621000	11307000	68562000	39320000	23272000	21445000	46753000	21645000	0	28920000	0	24108000	16643000	44235000	47129000	10	2	13	6	3	3	7	3	1	4	1	5	2	9	8	77
P39079	CCT6	32488000	0	90816000	5704500	14086000	30847000	0	0	12773000	31702000	35539000	36239000	19917000	1.23e+08	65897000	15791000	0	21484000	0	0	0	0	0	17978000	20701000	17882000	17960000	14454000	25038000	22805000	3	0	3	1	1	1	0	0	2	3	2	3	2	5	3	29
P39101	CAJ1	0	0	0	0	0	8649500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
P39106	MNN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11297000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
P39107	MNN9	0	10959000	51441000	0	12409000	0	29883000	12283000	0	16341000	0	0	0	32576000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1	1	8
P39109	YCF1	0	0	55439000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
P39111	VMA7	0	0	16588000	0	0	0	0	0	0	22690000	0	33472000	0	0	4015500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	1	6
P39517	DHH1	0	0	91759000	27103000	0	0	0	0	0	0	0	11579000	0	72108000	119670000	0	0	31987000	0	0	0	0	0	0	0	0	0	0	0	20567000	0	0	3	2	0	0	0	0	0	0	0	1	0	3	4	13
P39522	ILV3	138560000	63767000	465260000	281620000	102960000	100630000	83448000	52964000	118320000	225540000	2.27e+08	193420000	121580000	282820000	465970000	57695000	48508000	79425000	75698000	53264000	43108000	34458000	43334000	53440000	67421000	63794000	60232000	55407000	63677000	70293000	6	3	11	9	4	3	2	3	6	8	8	5	4	6	10	88
P39533	ACO2	14459000	6865900	50702000	11418000	0	13309000	0	7142300	0	48325000	0	22295000	15528000	16213000	72815000	0	0	20017000	0	0	0	0	0	0	17427000	0	0	0	0	20023000	1	1	2	1	0	1	0	1	0	3	1	1	1	1	3	17
P39676	YHB1	0	293060000	782850000	14005000	0	0	192410000	322140000	0	1394200000	20064000	28284000	21346000	2521900000	0	0	0	600830000	0	0	0	0	0	0	834650000	0	956940000	0	1.056e+09	0	0	1	3	1	0	0	1	1	0	2	1	2	1	3	0	16
P39683	NPT1	0	0	0	6700200	0	0	0	0	0	6761100	0	0	0	13993000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	4
P39714	BDH1	0	0	2976700	0	0	0	0	0	0	0	0	0	0	14241000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2
P39727	ERV46	0	0	33167000	0	0	0	0	0	0	0	0	0	0	0	19272000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3
P39729	RBG1	5835600000	8320800000	4671200000	4.269e+09	6637100000	24312000	2961600000	0	0	20243000	10993000	23614000	5885500000	6676300000	5426700000	898770000	1929300000	460920000	642480000	1501700000	1522400	570790000	0	0	1274400	0	1442200	993210000	640960000	554620000	29	36	35	31	35	2	25	0	0	2	1	2	34	34	33	299
P39730	FUN12	209610000	106560000	608800000	162810000	106720000	168150000	176450000	38323000	72401000	174080000	105110000	90135000	130520000	396280000	4.83e+08	63585000	55465000	94148000	67045000	56869000	52214000	77916000	36506000	53928000	52885000	50348000	44929000	54254000	74954000	83341000	10	7	13	6	6	7	7	2	3	7	5	6	6	10	13	108
P39935	TIF4631	0	0	71913000	15885000	9222800	0	19523000	0	0	51755000	22171000	39041000	22828000	45476000	52545000	0	0	29067000	0	0	0	0	0	0	30388000	0	21962000	15991000	26135000	15742000	0	0	2	1	1	0	2	0	0	2	1	2	2	2	3	18
P39939;P39938	RPS26B;RPS26A	543990000	293130000	991640000	520730000	0	30264000	518560000	164630000	354550000	592440000	486650000	548670000	501750000	808190000	73388000	432380000	0	518160000	0	0	232360000	505710000	0	428660000	420720000	490400000	280780000	0	281960000	491470000	4	2	6	1	0	2	5	1	3	3	2	3	2	3	2	39
P39954	SAH1	195060000	190800000	1840200000	506100000	294990000	611940000	534120000	56901000	355920000	547820000	420400000	841850000	467560000	996270000	1216500000	87511000	104860000	193700000	137650000	129030000	126180000	181200000	43551000	114910000	139060000	111460000	141350000	121380000	182400000	154040000	6	7	18	6	7	10	8	3	7	8	7	13	8	11	9	128
P39958	GDI1	0	0	13256000	0	0	8191200	0	0	0	0	0	0	12678000	0	28606000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	5
P39976	DLD3	50699000	22671000	187880000	59200000	26043000	75139000	82195000	0	62512000	81436000	36983000	93456000	49654000	168010000	110030000	0	0	54922000	0	0	51997000	55464000	0	53001000	44279000	0	49469000	0	53347000	0	1	1	4	1	1	2	2	0	2	2	1	2	2	3	1	25
P39986	SPF1	26200000	0	204070000	43028000	0	44281000	17337000	0	16365000	75060000	20804000	37259000	24153000	55901000	44202000	0	0	33967000	23017000	0	19298000	0	0	0	24630000	0	19682000	0	21144000	17234000	1	0	7	2	0	3	1	0	1	4	1	2	1	2	2	27
P39990	SNU13	273070000	137790000	405450000	183300000	276890000	291160000	92635000	122260000	215330000	426400000	1.37e+08	323600000	290330000	425340000	284810000	0	0	296290000	137570000	293450000	0	145090000	180960000	0	0	0	222780000	219760000	209480000	180330000	1	1	4	3	2	1	2	3	1	1	1	2	2	2	2	28
P40010	NUG1	78358000	27573000	307230000	56758000	40781000	32457000	86349000	7657800	13548000	68029000	0	53228000	47569000	173650000	182440000	34112000	23539000	54789000	28490000	26536000	17259000	37657000	0	0	20713000	0	19404000	22834000	31907000	39820000	4	2	9	2	3	2	4	1	1	4	0	3	3	5	6	49
P40013	BIM1	428370000	0	311720000	0	0	0	0	88455000	120100000	0	0	0	0	57538000	0	90964000	0	70315000	0	0	0	0	37178000	6.3e+07	0	0	0	0	15963000	0	10	0	5	0	0	0	0	3	4	0	0	0	0	3	0	25
P40014	SPC25	0	37442000	82014000	0	0	0	121310000	0	12626000	0	8430100	0	0	0	0	0	0	28422000	0	0	0	64585000	0	0	0	0	0	0	0	0	0	1	3	0	0	0	3	0	1	0	1	0	0	0	0	9
P40016	RPN3	0	0	18084000	0	0	0	0	0	0	0	0	0	0	13271000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2
P40017	YAT2	0	0	19045000	0	0	37392000	0	0	0	0	0	0	0	26780000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	2	0	6
P40024	ARB1	287200000	0	762350000	217920000	132480000	217190000	246850000	19034000	55570000	124650000	149460000	262390000	211270000	421230000	804970000	57181000	0	104050000	57237000	50435000	55050000	70210000	0	33770000	45560000	47008000	57208000	54920000	72168000	87396000	8	0	12	6	6	7	8	1	3	4	6	6	8	7	13	95
P40029	MXR1	0	0	0	0	0	24336000	0	0	0	0	0	0	19891000	22547000	25493000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	6
P40030	ERG28	0	0	69182000	26897000	0	0	19774000	0	0	0	0	0	0	42396000	17984000	0	0	30781000	19417000	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	1	1	7
P40032	TPA1	0	0	0	7153700	0	0	0	0	0	0	8248700	27297000	0	19159000	26695000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	2	6
P40033	RSM18	0	0	0	0	245240000	73344000	0	0	0	0	62924000	0	0	0	173620000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	1	7
P40047	ALD5	0	0	42401000	0	0	0	0	0	0	28591000	0	0	0	70719000	111380000	0	0	0	0	0	0	0	0	0	0	0	0	0	37038000	28769000	0	0	2	0	0	0	0	0	0	1	0	0	0	3	3	9
P40054	SER3	0	0	31774000	19421000	0	67289000	12295000	0	0	12344000	24173000	0	0	77707000	50411000	0	0	0	0	0	23353000	0	0	0	0	19255000	0	0	25304000	20324000	0	0	1	2	0	3	1	0	0	2	2	0	0	3	3	17
P40069	KAP123	203470000	31544000	256820000	273840000	76384000	145080000	17131000	0	58828000	284290000	130140000	342910000	201870000	257040000	238520000	64668000	0	47218000	67859000	50537000	81181000	0	0	0	92208000	58310000	87722000	68153000	51386000	61183000	6	1	10	9	5	5	1	0	2	8	6	12	9	7	7	88
P40075	SCS2	0	0	25024000	0	0	20529000	9624600	0	0	9091000	27953000	30441000	0	0	23552000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	2	1	0	0	1	8
P40078	NSA2	0	0	9827700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
P40089	LSM5	0	0	0	0	0	0	0	0	0	22315000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
P40093	YER156C	0	0	18151000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
P40096	BUR6	0	0	0	0	0	0	0	0	0	6500900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
P40150	SSB2	5863300000	2.712e+09	8342500000	5.331e+09	2121100000	7019400000	4948600000	2253800000	3313600000	8956300000	5835700000	8010100000	6735300000	1.059e+10	7608700000	649330000	649280000	681480000	743040000	589280000	751760000	714370000	670990000	718150000	815770000	852190000	826740000	673640000	754440000	768220000	31	23	35	28	22	34	29	19	26	39	33	34	38	41	34	466
P40185	MMF1	27809000	0	24001000	0	0	0	25434000	9970800	15046000	18067000	0	13340000	20590000	0	37225000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	9
P40202	CCS1	0	0	0	30421000	31183000	0	0	0	20731000	18408000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	5
P40212	RPL13B	1517200000	1500700000	3741500000	1.796e+09	1.417e+09	1750700000	2251700000	224100000	1481700000	2509800000	1642900000	1961900000	1600100000	2.736e+09	3621900000	453350000	571010000	521230000	455420000	528240000	411830000	528790000	281880000	466140000	494050000	485780000	457400000	553430000	437330000	565780000	8	10	11	11	10	12	14	3	10	12	10	11	10	13	12	157
P40215	NDE1	0	0	20025000	0	0	12353000	23256000	0	0	0	0	0	0	11608000	50109000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	5
P40217	TIF34	14545000	0	53103000	0	0	15514000	0	0	0	0	0	37439000	0	29509000	19467000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	2	0	1	1	8
P40302	PRE5	40875000	0	56982000	32992000	0	0	59617000	0	18205000	0	0	0	19099000	9719800	89080000	35201000	0	33531000	0	0	0	32576000	0	0	0	0	0	0	0	28392000	2	0	3	1	0	0	3	0	1	0	0	0	1	1	4	16
